Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
270,The average speed of a moving object during a given interval of time is always:,One-half its acceleration multiplied by the time interval,Its acceleration multiplied by the time interval,One-half its speed at the end of the interval,The distance covered divided by the time interval,D
271,The most important stimulant in tea leaves is:,Caffeine,Phenylalanine,Theine (same as Caffeine),Brucine,A
272,In how many sheets is a Muslim female coffined/wrapped?,1,2,3,5,D
273,Movement of earth material as a unit along a curved surface is called:,Slump,Mud out,Lava,None of these,A
274,Which of the following is a type of force?,Magnetism,Kinetic energy,Light,Heat,A
275,What is Muzdalifah?,Forest,Stream,Desert,Plain,D
276,The mass of the Earth is approximately ______.,6.972 × 10²⁴ kg,5.972 × 10²⁴ kg,8.972 × 10²⁴ kg,None of the above,B
277,Vitamin B2 is also called:,Niacin,Retinol,Riboflavin,Ascorbic Acid,C
278,Which method is used to prove the correctness of the sanad of a hadith?,Riwayat,Asma-ur-Rijal,Dirayat,Musnad,B
279,In which system of units are gas bills charged?,SI,CGS,BTU,(B) and (C),C
280,The biggest species of the cat family is the:,Tiger,Lion,Leopard,None of the above,A
281,How many Manazil are in the Holy Qur'an?,10,8,15,7,D
282,Who propounded the theory that the Earth revolves around the Sun?,Galileo,Newton,Copernicus,Kepler,C
283,What is the name of the central part of the Earth?,Crust,Mantle,Core,None of these,C
284,Parkinson's is a disease associated with the:,Brain,Heart,Lungs,Bones,A
285,Who came up with the three laws of motion?,Hubble,Isaac Newton,Albert Einstein,Galileo,B
286,Which of the following diseases is caused by a virus?,Tuberculosis,Smallpox,Cholera,Malaria,B
287,Sunlight can reach a depth of ____ meters in the clear ocean.,200,120,80,1000,A
288,A microphone is used to convert:,Sound waves into electrical energy,Sound waves into light rays,Electrical energy into sound waves,Sound waves into magnetic currents,A
289,Moonlight reaches Earth in ____.,1.3 sec,2.3 sec,3.3 sec,0.3 sec,A
290,The element used in lead pencils is:,Carbon (Graphite),Lead,Tin,Zinc,A
291,What is the number of Umayyad caliphs?,23,10,15,None of these,D
292,It is possible to recognize a person in the dark by simply hearing their unique voice. This is because of the voice's:,Time period,Pitch,Quality (timbre),None of these,C
293,The dominant phase of the life cycle in these organisms is haploid:,Mosses,Bacteria,Protozoa,None of the above,A
294,Prophet Muhammad (PBUH) was born about how many years after Prophet Ibrahim (AS)?,"3,000 years","Approximately 2,500 years","2,000 years","4,000 years",B
295,Tetanus is caused by ______.,bacteriophage,Clostridium bacteria,Salmonella,a virus,B
296,The major component of honey is:,Glucose,Sucrose,Maltose,Fructose,D
297,"With no air resistance, regardless of their masses, bodies fall with:",Same acceleration,Different acceleration,Same velocity,None of these,A
298,A hereditary disease in which the affected person is unable to use glucose in their body's metabolism is:,Sickle-cell anemia,AIDS,Diabetes mellitus,Hemophilia,C
299,Which of the following vitamins is synthesized in the body by intestinal bacteria?,Vitamin K,Vitamin E,Vitamin B12,Vitamin B1,A
300,Pollutants that are introduced into the environment by human activity are called:,Anthropogenic pollutants,Quantitative pollutants,Qualitative pollutants,All of the above,A
301,Which of the following has zero velocity in a vacuum?,Sound waves,Infrared waves,Microwaves,Ultraviolet waves,A
302,The biological death of a patient means the irreversible death of tissues of the:,Kidney,Heart,Lungs,Brain,D
303,Hazrat Ali (RA) was martyred in:,35 Hijrah,40 Hijrah,45 Hijrah,50 Hijrah,B
304,Circadian rhythm refers to:,Formation of galaxies,Calisthenics,Human body cycles,Planetary movements,C
305,Which of the following was discovered by Ronald Ross?,Cholera germs,Malaria parasite,Jaundice germs,None of these,B
306,The second source of Islamic law is?,Quran,Ijma,Hadiths,All of these,C
307,Earthquakes are like lamps illuminating the structure of the Earth's interior.,Right,Wrong,Ambiguous,No idea,A
308,Ageusia is the loss of which sense?,Taste,Hearing,Memory,Smell,A
309,Identify the Muslim ruler who instituted the Islamic calendar from the year of the Holy Prophet's Migration to Madina.,Hazrat Abu Bakr (R.A.),Hazrat Umar (R.A.),Abdul Malik Bin Marwan,None of these,B
310,A 100-watt bulb will consume one kilowatt-hour (kWh) of electricity in ______.,8 hours,10 hours,5 hours,2 hours,B
311,Which gas is used in advertising lights?,Argon,Neon,Helium,Carbon dioxide,B
312,Into how many parts is the Holy Qur'an divided?,Ten,Thirty,Twenty five,Twenty,B
313,Nearsightedness or myopia can be corrected by:,Convex lens,Concave lens,Concave mirror,None of these,B
314,A crescograph is a device for measuring:,The crest of high mountains,The crust of the earth in a region,The growth of plants,The acceleration of charged atoms,C
315,A deficiency of Vitamin B1 causes:,Bone infection,Beriberi,Myopia,Rickets,B
316,Who was an early dentist and also the inventor of many surgical instruments?,Al-Zahrawi,Al-Khwarizmi,Al-Razi,Al-Ghazali,A
317,Which of the following helps in the clotting of blood?,Vitamin K,Vitamin D,Vitamin B2,Vitamin B1,A
318,The biggest species in the cat family is the:,Tiger,Lion,Leopard,None of these,A
319,Bio-fuels are sources of energy derived from:,Birds,Plants & Animals,Oceans,Air & Water,B
320,"The sun appears red at sunrise and sunset, while it appears white at noon because:",Of diffraction leading to the red end of the spectrum reaching the earth.,It is cooler at sunrise and at sunset,Of scattering of light due to dust particles and air molecules,Of refraction,C
321,The Great Red Spot is on the planet ____.,Jupiter,Mars,Venus,Mercury,A
322,The Hijri calendar was started during the reign of:,Hazrat Abu Bakr (RA),Hazrat Umar (RA),Hazrat Uthman (RA),Hazrat Ali (RA),B
323,____ soil is also called Regur soil.,Black,Mountain,Alluvial,Desert,A
324,How is asthma provoked?,By a combination of genetic and environmental factors,By allergy,By genetics,All of these,D
325,How many days did Hazrat Muhammad (SAW) stay at Ghar-e-Saur?,2 days,3 days,4 days,5 days,B
326,Lines joining places of the same earthquake intensity are known as:,Isohyets,Isohels,Isoseismal lines,Isohalines,C
327,The amount of energy required by children aged one to three years is approximately:,900 kcal,1200 kcal,600 kcal,300 kcal,B
328,"While many scholars were pressured during the ""Mihna,"" which major Imam is most famous for his steadfast refusal to accept the Mu'tazili doctrine of a created Quran, leading to his imprisonment and torture?",Imam al-Shafi'i,Imam Malik,Imam Abu Hanifa,Imam Ahmad ibn Hanbal,D
329,The planet Mercury completes one revolution around the Sun in:,88 days,365 days,98 days,60 days,A
330,X-rays were discovered by:,J.J. Thomson,Ernest Rutherford,Henri Becquerel,Wilhelm Conrad Roentgen,D
331,Who is known as Umar Thani (the second Umar)?,Abdul Malik,Harun al-Rashid,Umar bin Abdul Aziz,None of these,C
332,Salinization is the:,Accumulation of salts in animals,Accumulation of salts in the body,Accumulation of salts in water,Accumulation of salts in soil,D
333,Which of the following is found in a prokaryotic cell?,Nucleus,Ribosome,Mitochondria,Chloroplast,B
334,Sound of a frequency below 20 Hz is:,Infrasonic,Supersonic,Ultrasonic,Audiosonic,A
335,Which of the following early computers was the first to use the concept of stored programs?,EDSAC,ENIAC,Mark I,UNIVAC I,A
336,"What is the medical condition ""insomnia""?",Hypertension,Inability to sleep,Depression,Color blindness,B
337,The unit used to measure the quantity of ozone in the atmosphere is the:,Dobson Unit,Dalton,Coulomb,None of the above,A
338,The stone used to make whitewash is:,Claystone,Limestone,Sandstone,None of these,B
339,"When white light is passed through a prism, it splits into ____ colors.",7,6,5,8,A
340,The bonds present in solid N2O5 are:,Only ionic,Covalent and coordinate,Only covalent,Covalent and ionic,D
341,Which atmospheric layer contains ions and helps in wireless communication?,Thermosphere (Ionosphere),Stratosphere,Mesosphere,None of these,A
342,Vitamin C is essential for the:,Growth and repair of tissues,Muscles,Brain,Appetite,A
343,The Richter scale is used for measuring the:,Density of a liquid,Intensity of earthquakes,Velocity of wind,Humidity of air,B
344,"Consider the following: 1) Camphor, 2) Chicory, 3) Vanilla. Which of these are plant products?",1 and 2 only,3 only,1 and 3 only,"1, 2, and 3",D
345,The science dealing with diseases of living organisms is known as:,Penology,Pathology,Philately,None of these,B
346,"Like many unsung inventors, he committed suicide in 1937. Though he invented Nylon in 1935, it was DuPont who commercialised its production in 1938. Name this unfortunate inventor.",Wallace Carothers,L. H. Baekeland,Wilhelm Einthoven,Edwin Armstrong,A
347,Tibia is a bone found in the:,Skull,Arm,Leg,Face,C
348,Which of the following is a mammal?,Whale,Dolphin,Tuna,Both A and B,D
349,Which vitamin is available to the human body through sunlight?,Vitamin A,Vitamin D,Vitamin K,Vitamin B12,B
350,Who was the first Islamic ruler to organize and mint a standardized Islamic currency (dinar and dirham)?,Muawiya I,Umar ibn al-Khattab,Abd al-Malik ibn Marwan,Harun al-Rashid,C
351,Pneumonia is an infection of the:,Lungs,Skin & Gums,Blood,Nervous System,A
352,Haemoglobin is soluble in:,Benzene,Alcohol,Water,None of these,C
353,"Which Mother of the Believers is known as ""Umm-ul-Masakeen"" (Mother of the Poor)?",Sayyidah Zaynab bint Jahsh (RA),Sayyidah Zaynab bint Khuzaymah (RA),Sayyidah Hafsah bint Umar (RA),None of these,B
354,Pure iron is obtained by the reduction of which of the following in the blast furnace?,Hematite,Magnetite,Iron oxide,Limonite,C
355,The epicenter of the 8th October 2005 earthquake in Pakistan was near:,Balakot,Muzaffarabad,Garhi Habibullah,None of these,A
356,Who was the sister of Hazrat Umar (RA) who had accepted Islam before him and played,role in his conversion? Hazrat Ayesha (RA),Hazrat Fatima bint al-Khattab(RA),Hazrat Zainab (RA),Hazrat Ruqqaya (RA),B
357,The age of the Solar System is approximately:,4.5 billion years,5.5 billion years,6.5 billion years,7.5 billion years,A
358,A deficiency of iodine causes:,Goiter,Rickets,Scurvy,Anemia,A
359,"The Islamic month of ""Safar"" was so named because:",It was a month of travel,It was a sacred month,It was a month of harvest,"Arab homes were ""empty"" (sifr) as people traveled",D
360,At what temperature are the Celsius and Fahrenheit scales equal?,10 degrees,-40 degrees,40 degrees,None of the above,B
361,A catalytic converter that reduces emissions of harmful compounds found in cars is a:,Device,Liquid,Gas,None of the above,A
362,How many permanent teeth are there in a full adult set?,32,33,35,34,A
363,____ is anything that takes up space and has mass.,Gravity,Matter,Plasma,Energy,B
364,The element common to all acids is ______.,oxygen,hydrogen,sulfur,carbon,B
365,RAM is the abbreviation for:,Random Access Memory,Read and Memorize,Reading Access Memory,None of these,A
366,The area of microbiology that is concerned with the occurrence of disease in human populations is:,Immunology,Parasitology,Epidemiology,None of these,C
367,The digestion of fat in the intestines is aided by?,Diffusion,Protection,Peptization,Emulsification,D
368,PSR J0108-1431 is the closest known ____ to Earth.,Red giant,Pulsar,Quasar,Black hole,B
369,Heating element of an electric heater is made up of _______:,Tungsten,Graphite,Chromium,Nichrome,D
370,The autonomic nervous system innervates all of these except:,Cardiac muscle,Skeletal muscle,Smooth muscle,Glands,B
371,What is dry ice?,Solid carbon dioxide,Solid hydrogen,Solid nitrogen,Solid oxygen,A
372,Which religion's followers do not observe Sehri (pre-dawn meal) as part of their traditional fasting rituals?,Muslims,Christian,Jews,Both B & C,D
373,Which is the brightest planet in our solar system as seen from Earth?,Venus,Jupiter,Mercury,Mars,A
374,A silverfish belongs to which group?,Fish,Insect,Reptile,Amphibian,B
375,Which caliph died a natural death?,Hazrat Usman (R.A),Hazrat Ali (R.A),Hazrat Abu Bakr (R.A),Hazrat Umar (R.A),C
376,The term 'blue shift' is used to indicate the:,Doppler effect in which an object appears bluer,Turning of a star from white to blue,Future Sun becoming blue,Black hole being blue at its start,A
377,The World Diabetes Day is observed every year across the world on:,on Oct 13,on Nov 14,on Nov 13,None of these,B
378,"How many Surahs of the Holy Quran start with the ""Huruf al-Muqatta'at"" (the disjointed letters)?",27,29,28,30,B
379,Wind always blows from an area of ______.,low pressure to high pressure,high pressure to low pressure,only low pressure,only high pressure,B
380,"In a railway track, two rails are joined end-to-end with a gap in between them because:",Steel can be saved,Accidents due to contraction in winter can be avoided,Air gaps are necessary for bearing the weight of a running train,Accidents due to expansion in summer can be avoided,D
381,The city of Baghdad was founded on the banks of which river?,Tigris,Euphrates,Nile,Jordan,A
382,Horticulture is the:,Cultivation of flowers and fruits,Growing of small plants,Cultivation of spices,Growing of bushes,A
