Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
267,The Home Keyboard Key is used in Microsoft Word to:,Moves the cursor to the beginning of the document,Moves the cursor to the beginning of the paragraph,Moves the cursor to the beginning of the screen,Moves the cursor to the beginning of the line,D
268,A common name for software errors is:,Viruses,Trojans,Bugs,Logic Bombs,C
269,What is the default number of lines to drop for drop cap:,3,10,15,20,A
270,VGA is:,Video Graphics Array,Visual Graphics Array,Volatile Graphics Array,Video Graphics Adapter,A
271,The first compiler was developed by:,Ada Lovelace,Grace Hopper,John Backus,Alan Turing,B
272,Which of the following is not a major reason for an email bounce?,Bad user account name,Bad domain name,Stale file handle,Domain server is down,C
273,"Which function is used to find the string length in ""PPSC"" and give the answer 4?",Length(PPSC),Len(PPSC),Strl(PPSC),None of these,B
274,What is 11 in binary?,1001,1011,1100,1111,B
275,"During high temperatures in summer, it is recommended to drink plenty of water to avoid:",Dysentery,Food Poisoning,Dehydration,Hepatitis,C
276,What is a collection of system programs that controls and coordinates the overall operations of a computer system called?,System software,Operating system,Utility program,Device driver,B
277,The task of performing operations like arithmetic and logical operations is called:,Processing,Storing,Sorting,Editing,A
278,"To view the left side of the page in a document in MS Word when the content is wider than the window, which scroll bar should be utilized?",Horizontal Scroll Bar,Left Margin Scroll Bar,Vertical Scroll Bar,None of these,A
279,The capacity of a 3.5-inch floppy disk was:,1.40MB,1.44GB,1.40GB,1.44MB,D
280,Which of the following is not a Windows version:,Windows 7,Windows 8,Windows 9,Windows 10,C
281,VOIP stands for:,Voice over IP,Video over IP,Viruses over IP,Virtual over IP,A
282,What are the effects that occur when you move from one slide to the next during a PowerPoint presentation called?,Custom animations,Slide transitions,Loom effects,Present animations,B
283,Which of the following is not a part of the Control Panel?,My Documents,Display,Date and Time,None of these,A
284,What is the primary feature of AutoCorrect in MS Word?,Spelling correction,Grammar mistakes,Formula,None of these,A
285,What does DNS stand for?,Data number sequence,Digital number sequence,Domain number sequence,Domain name system,D
286,"In MS Word 2007, bookmarks are used to move directly to a specific location in a document.",Sub documents,Bookmarks,Cross-references,Outlines,B
287,A number system that has eight different symbols to represent any quantity is known as:,Binary,Octal,Decimal,Hexadecimal,B
288,A combination of two or more networks are called:,Internetwork,WAN,MAN,LAN,A
289,Which of the following is used to reset highlighted text to the default font in MS Word?,Ctrl+ Spacebar,Ctrl+ Alt,Ctrl+ F2,Ctrl+ F6,A
290,The first calculator was invented by:,Gottfried Leibniz,Blaise Pascal,William Oughtred,None of these,B
291,Which basic colors are used in computer graphics?,GOB,RWG,RGB,BGB,C
292,Which option can be used to create a new slide show with the current slides but presented in a different order?,Rehearsal,Custom slide show,Slide show setup,Slide show view,B
293,"In a computer spreadsheet, rows are labeled ____?",by letters,by numbers,by cell references,by symbols,B
294,The main window in a computer spreadsheet is called:,Work book,Work,Account book,Work sheet,A
295,"In PowerPoint, the Header and Footer button can be found on the Insert tab in which group?",Text group,Object group,Tables group,Illustrations group,A
296,F12 is the functional key to display the save-as box.,F5,F6,F9,F12,D
297,"In MS Access, to create a new table, in which method do you not need to specify the field type and size?",Create table in Design View,Create Table using wizard,Create Table by Entering data,All of these,C
298,The proper definition of a modern digital computer is:,An electronic automated machine that can solve problems involving words and numbers,A more sophisticated and modified electronic pocket calculator,Any machine that can perform mathematical operations,A machine that works on binary code,D
299,"In Ms Excel, ready-made templates are available under the File tab.",File,Insert,Design,None of these,A
300,Filtering is a useful way to see only the data that you want displayed in ____ databases.,Excel,Access,MySQL,SQL server,B
301,What is considered the brain of any computer system?,ALU,Memory,CPU,Control Unit,C
302,To delete the selected text press:,Ctrl,Alt,Home,Delete,D
303,A feature that automatically corrects common spelling errors is called:,AutoCorrect,AutoText,Smart Tags,None of these,A
304,"To get connected to the internet, the computer has to be connected to a/an:",Domain,Control Panel,Internet Service Provider,International Society,C
305,The process of putting data into a storage location is called:,Reading,Writing,Controlling,None of these,B
306,The type/s of a picture is/are:,Vector,Raster,Master,Both A and B,D
307,The view that displays the slides of a presentation as miniature representations of the slides is called:,Slide Show,Slide Sorter view,Notes Page view,None of these,B
308,Ctrl + G Shortcut is used in Microsoft Word for:,Open Paragraph Dialog box activating Goto Tab,Open Page Setup Dialog box activating Goto Tab,Open Find and Replace Dialog box with activating Goto Tab,Open Goto Dialog box,C
309,ANSI stands for:,Asian Narcotics Standards Institute,American National Standards Institute,Asian National Standards Institute,American Narcotics Standards Institute,B
310,"If you need to Double Underline a Word, how will you do that?","From the Format menu, choose the Font option and then from the Font tab, open Underline Style and select Double Underline",Go to the Format menu and then the Font option. Open Underline Style and choose Double Underline,Click the double-underline tool on the formatting toolbar,"Select the text then choose Format >> Font and on the Font tab, open Underline Style",D
311,"In a Windows PC, the shortcut key for restoring the last action in Microsoft PowerPoint is:",Ctrl + R,Ctrl + Z,Ctrl + Y,Ctrl + O,C
312,______ is not necessary while performing a mail merge operation.,Word fields,Unique fields,Super fields,Primary fields,C
313,"In PowerPoint, special effects used to introduce slides in a presentation are called:",Effects,Custom animations,Transitions,Present animations,C
314,Which key is pressed to start a slideshow of a presentation?,F5,F3,F8,F9,A
315,What is a gutter margin?,Margin that is added to the left margin when printing,Margin that is added to the right margin when printing,Margin that is added to the binding side of the page when printing,Margin that is added to the outside of the page when printing,C
316,What is the smallest and largest font size available in the font size tool on the formatting toolbar?,6 and 64,8 and 72,12 and 1392,None of these,B
317,How many sheets are there in an Excel Workbook by default?,2,3,4,5,B
318,A set of instructions that operates various parts of the computer hardware is called:,Hardware Manager,Device,Software,URL,C
319,Cells in MS Excel can be uniquely identified by:,Column letters and row numbers,Column numbers and row letters,Cell coordinates,None of these,A
320,Which operation will you perform to move a block of text in MS Word?,Copy and Paste,Cut and Paste,Paste and Delete,Paste and Cut,B
321,"When was the first email system developed, and who developed it?","1992, Tim Berners-Lee","1980, Vint Cerf","1971, Ray Tomlinson","1933, Charles Babbage",C
322,What is a Slide-title master pair in Microsoft PowerPoint?,The title area and text area of a specific slide,A slide master and title master merged into a single slide,A slide master and title master for a specific design template,All of above,C
323,"Unwanted repetitious messages, such as unsolicited bulk e-mail is known as:",Spam,Cash,Calibri,Courier,A
324,Pressing the F8 key three times selects:,A sentence,A paragraph,A word,An entire document,A
325,Amazon' is a best example of a/an ____ site.,E-Commerce,Social Networking,Blogging,Entertainment,A
326,Vacuum tube pertains to _______ generation of computer?,First,Second,Third,Fourth,A
327,What is the storage capacity of a standard floppy disk?,1.22 MB,1.44 MB,1.66 MB,1.88 MB,B
328,What term describes a picture that has been resized by a percentage?,Cropped,Flipped,Scaled,Stretched,C
329,"Ctrl, Shift, Alt and Windows are called modifier keys.",Modifier,Function,Numeric,Alphanumeric,A
330,"When the Language bar is hidden, it means that you do not see it on the screen but it will be displayed the next time you start your computer.",Restored,Hidden,Minimized,Closed,B
331,"In computing, which of the following connects two similar network segments?",Bridge,Gateway,Router,Algorithm,B
332,The purpose of slide show tab in PowerPoint is:,To insert images and videos into slides,To preview and control the slide show,To change the design and layout of slides,To create animations for slide elements,B
333,Dot-matrix is a type of:,Printer,Scanner,CPU,Mouse,A
334,How many characters can an ASCII 8-bit code represent?,1000 characters,390,156 characters,256 characters,D
335,Transitions are used to:,Move between slides,Start a slide show,Add motion effects to objects,None of these,A
336,The physical structure of a computer is called:,Software,Hardware,Humanware,All of these,B
337,Present-day computers are based on:,Analog technology,Hybrid technology,Digital technology,None of the above,C
338,Which of the following is not a command in the Insert tab?,Page,Table,Link,Style,D
339,"To select one hyperlink after another during a slide presentation, what do you press?",Tab,Ctrl + K,Ctrl + h,All of above,A
340,Phishing is used for:,The process of optimizing a website for search engines,A method of encrypting data to protect privacy,The technique of bypassing a computer's firewall,A type of cyber-attack aimed at stealing personal information through fraudulent,D
