Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
240,'Din-e-Ilahi was abolished by which Mughal king?,Akbar,Shah Jahan,Jehangir,Aurangzeb,D
241,The convergence point of five rivers in Punjab is _________.,"Sukkur, Sindh","Panjnad, Muzaffargarh","Kalabagh, Mianwali",None of these,B
242,Ahmad Shah Abdali launched his early invasions against:,Mughals,Sikhs,Marathas,British,A
243,"Cotton textile, the largest industry of Pakistan, employs an industrial labor force of magnitude is ________.",80 percent,65 percent,50 percent,40-45 percent,D
244,Who was the first civilian Chief Martial Law Administrator in Pakistan?,Zulfiqar Ali Bhutto,Sikandar Mirza,Ghulam Muhammad,Ayub Khan,A
245,When did Mirza Ghalib die?,"February 15, 1869","March 10, 1870","November 9, 1877","December 25, 1876",A
246,When did Tipu Sultan die?,1798,1799,1800,None of these,B
247,How many tribal areas are there in Pakistan?,8,9,11,10,C
248,In which sector is the largest labor force employed in Pakistan?,Industry,Agriculture,Trade,Mines,B
249,When were the elections for National and Provincial assemblies held in 1988?,10th and 11th November,17th and 18th November,18th and 19th November,16th and 19th November,D
250,"For how many years did Sultan Iltutmish reign, the longest in the Slave dynasty?",15 years,25 years,20 years,30 years,B
251,Mention the organization(s) of the Muslim University.,Muslim University Students Union,Muslim League,Muslim Students Federation,All of these,D
252,"Name the only recipient of ""Hilal-e-Kashmir"", an award equivalent to Nishan-e-Haider:",Major Tufail Mohammad,Naik Saif Ali Janjua Shaheed,Captain Mohammad Sarwar,Lance Naik Mohammad Mahfuz,B
253,Which was the first Urdu newspaper issued from Calcutta?,Dawn,Jam-i-Jahan Numa,Al-Aman,Tarjaman-ul-Quran,B
254,The Gandhi-Irwin Pact was signed in which year?,1930,1931,1929,1928,B
255,How many districts are there in Azad Jammu & Kashmir?,6,10,8,12,B
256,"The Indian Muslim League opposed the Simon Commission. However, a section of the Muslim League supported cooperation with the Simon Commission. Who was the leader of this dissident section of the Muslim League?",Mian Muhammad Shafi,Mian Ijaz Shafi,Mian Muhammad Ahmad Ali,Mian Barkat,A
257,Pakistan came into being on which Islamic date?,"in 27 Ramzan, 1366 A.H.","in 1 Shawwal, 1366 A.H.","in 1 Muharram, 1367 A.H.","in 15 Shaban, 1366 A.H.",A
258,Kallar Kahar Lake is situated in which district?,Chakwal,Khushab,Mianwali,None of these,A
259,NEPRA was created when the Parliament of Pakistan passed the NEPRA Act in ______.,In 1995,In 1997,In 1999,In 2000,B
260,Who was the British delegate in the United Nations when the Kashmir issue was first discussed in the UN?,Samuel Beckett,Ralph Bunche,Philip Noel-Baker,None of these,C
261,How many memorandums of understanding (MOUs) and agreements were initially part of the China-Pakistan Economic Corridor (CPEC) framework (around its 2015 launch)?,41,51,61,71,B
262,Where is the Thal Desert located?,Sindh,Gilgit,KPK,Punjab,D
263,The first underground drainage system was introduced by which civilization?,Indus Valley Civilization,Mesopotamian Civilization,Egyptian Civilization,Chinese Civilization,A
264,What is the CO2 emissions per capita of Pakistan in 2022:,0.32 metric tons,0.52 metric tons,0.62 metric tons,0.82 metric tons,D
265,Who is considered the founder of the All India Muslim League?,Sir Agha Khan,Nawab Salimullah Khan,Syed Amir Ali,Muhammad Ali Jinnah,B
266,What is the average height of the Karakoram range?,"7,000 m","7,500 m","7,100 m","7,300 m",A
267,The first agricultural reforms in Pakistan were introduced by Ayub Khan on _________.,"on June 24, 1959","on January 24, 1956","on January 30, 1959","on January 24, 1959",A
268,When was the Tarbela Dam completed?,1967,1973,1976,None of these,C
269,Who was the ruler of Jammu and Kashmir in 1947?,Maharaja Gulab Singh,Maharaja Hari Singh,Raja Syed Muhammad Mehdi,Sultan Mahmud,B
270,Dar-ul-Uloom Deoband was founded by ______?,Muhammad Qasim Nanautavi,Mahmud al-Hasan,Hasan Ali Effendi,None of these,A
271,"Who wrote ""Asbab-i-Baghawat-i-Hind"" about the causes of the Indian Revolt?",Mirza Ghalib,Sir Syed Ahmad Khan,Maulana Maududi,Jawaharlal Nehru,B
272,Who became the Chief Martial Law Administrator of Pakistan after Ayub Khan's resignation?,General Yahya Khan,General Tikka Khan,General Ahsan Khan,General Peerzada,A
273,Which was the first country to recognize Pakistan as an independent state?,Iran,Türkiye,Afghanistan,Saudi Arabia,A
274,When was the 1956 Constitution presented in the assembly?,on 14th August 1956,on 29th February 1956,on 23rd March 1956,on 25th March 1956,B
275,Which two Muslims contributed to writing the Nehru Report?,Shoaib Qureshi and Syed Ali Imam,Muhammad Ali Jinnah and Aga Khan,Maulana Abul Kalam Azad and Shaukat Ali,None of these,A
276,"According to the International Federation of Journalists, what was Pakistan's rank as a dangerous country for journalists?",4th,5th,6th,None of these,B
277,Who laid the foundation stone of Quaid's Mazar?,Liaquat Ali Khan,Ayub Khan,Ghulam Muhammad,Khawaja Nazimuddin,B
278,Liaquat Ali Khan joined the Muslim League in which year?,In 1913,In 1916,In 1920,In 1923,D
279,The Indus Basin Treaty of 1960 between Pakistan and India is related to the ____ problem.,Border,Water,Refugees,None of these,B
280,Who was presiding over the meeting when the decision to establish the All-India Muslim League was made?,Nawab Waqar-ul-Mulk,Sir Syed Ahmed Khan,Maulana Shibli Nomani,None of these,A
281,"The Last Mughal: The Fall of a Dynasty, Delhi, 1857' was written by:",Dervla Murphy,William Dalrymple,André Aciman,Sean O'Reilly,B
282,The Chashma hydroelectricity project generates ________.,125 MW,138 MW,130 MW,184 MW,D
283,Justice delayed is justice ____.,denied,delayed,deprived,deferred,A
284,The beginning of the Mughal Empire is dated to the victory by Babur over:,Usman Lodhi,Ismail Lodhi,Ibrahim Lodhi,Bahlul Lodhi,C
285,Who represented the Congress at the Second Round Table Conference?,Nehru,Jinnah,Gandhi,Sardar Patel,C
286,Which period saw the most alignment between the Congress and the Muslim League?,1910-1919,1916-1922,1914-1916,None of these,B
287,"The constitution of the All-India Muslim League, known as the 'Green Book', was written by __________.",Mohsin-ul-Mulk,Maulana Muhammad Ali Jauhar,Nawab Salimullah of Dacca,None of these,B
288,Name the Indian Prime minister who was awarded Nisan-e- Pakistan.,Lal Bahadur Shashtri,Sonia Gandhi,Morarji Ranchhodji Desai,Narendra Modi,C
289,The newspaper 'Hamdard' was edited by ___________.,Maulana Shaukat Ali,Maulana Muhammad Ali Jauhar,Maulana Zafar Ali Khan,None of these,B
290,The range of the Ghauri-I missile is ________.,1200-1500 km,1200-1300 km,1500-2000 km,1500-1800 km,A
291,When did Quaid-i-Azam join the Congress?,1905,1906,1913,1916,B
292,The first atomic blast by Pakistan was measured as having a magnitude of __________ on the Richter scale.,3.5,4.9,5.5,None of these,C
293,Who was the first General Secretary of the AIML?,Nawab Salimullah Khan,Nawab Viqar-ul-Mulk,Hassan Bilgrami,Nawab Mohsin-ul-Mulk,C
294,"When did the Cabinet Mission arrive in Delhi, India?",16-May-46,16885,19-Feb-46,17030,B
295,''Chauburji'' in Lahore was built by:,Aurangzeb Alamgir,Shah Jahan,'Princess Zeb-un-Nissa,Noor Jahan,B
296,Pakistan Standard Time was adopted on:,on 14th August 1947,on 1st January 1950,on 1st October 1951,on 23rd March 1956,C
297,When was the National Bank of Pakistan established?,in 1950,in 1949,in 1948,in 1951,B
298,Who was the first Governor of Punjab?,Sardar Abdur Rab Nishtar,Sir Francis Mudie,Ibraim Ismail Chundrigar,Sir Agha Khan,B
299,"On 7 July 1972, Sindh announced that the Sindhi language would be used as ____.",National language,Official language,Medium of instruction,None of these,B
300,Who is the current governor of the State Bank of Pakistan?,Ashraf Mahmood Wathra,'Dr. Shamshad Akhtar,'Dr. Raza Baqir,None of these,C
301,When was the Liaquat-Nehru Pact signed?,in April 1952,in April 1950,in March 1950,in June 1951,B
302,Kidney Hill Park is located in ________.,Lahore,Islamabad,Quetta,Karachi,D
303,The main headquarters (Markaz) of the Tablighi Jamaat is in ________.,Raiwind,Delhi,Dhaka,None of these,A
304,"Dr. Ruth Pfau, also known as the Mother Teresa of Pakistan, died on __________.","On August 8, 2017","On August 9, 2017","On August 10, 2017","On August 11, 2017",C
305,"While in government service, Sir Syed was raised to the post of 'Munsif' (Sub-Judge) in Agra in __________.",In 1840,In 1841,In 1851,In 1852,B
306,Justice Muhammad Arif and Justice Ali Nawaz Chohan served as Chief Justice in which African country?,Uganda,Gambia,Tanzania,None of these,B
307,"During COVID-19, what did Pakistan offer India?",Ambulances,Doctors,Financial Support,None of these,A
308,Who among the following published Hamdard newspaper?,Maulana Muhammad Ali Johar,Maulana Muhammad Shaukat Ali,Maulana Abdul Kalam Azad,Maulana Zafar Ali Khan,A
309,"The Lahore Resolution was amended, and Pakistan was made an integral part of League's objective. The amendment was made in the annual session (1941) of ""All India Muslim League"", which was held at __________.",Karachi,Lahore,Madras,None of these,C
310,NESPAK (National Engineering Services Pakistan) was established in __________.,In 1973,In 1962,In 1956,None of these,A
311,When was the All India Muslim League (AIML) established?,2466,30-Dec-06,30-Dec-07,4830,B
312,"Liaquat Ali Khan, the first Prime Minister of Pakistan, was assassinated while addressing","meeting at Rawalpindi on __________. On October 6, 1951","On October 16, 1951","On October 26, 1951",None of these,B
313,The First Constituent Assembly was formed on:,on 10-Jul-47,on 20-Jul-47,on 10-Aug-47,None of these,C
314,When did the Muslim League join the interim government?,1946,1947,1940,None of these,A
315,In which year did the Dogra dynasty buy Kashmir from the British?,1840,1846,1850,1866,B
316,Dars-e-Nizami was established during the reign of:,Akbar,Humayun,Jahangir,Aurangzeb,D
317,Where is Alfalah Building situated?,Rawalpindi,Islamabad,Lahore,Faisalabad,C
318,"The Legal Framework Order (LFO) was issued by Yahya Khan, and after postponement, the first general elections were finally held on:","on October 5, 1970","on November 20, 1970","on December 7, 1970","on January 12, 1971",C
319,Tanda Dam is located in which province of Pakistan?,Khyber Pakhtunkhwa,Punjab,Sindh,Balochistan,A
320,How much hydropower potential does Pakistan have for generating electricity?,35000 MW,60000 MW,80000 MW,None of these,B
321,"Who wrote the book, 'The Life of Mahomet'?",Jane Austen,Sir William Muir,Charlotte Brontë,Michel H. Hart,B
322,Amir Khusro was the famous poet in the Court of:,Zaheer-ud-Din Babar,Jalal-ud-Din Akbar,Ibraheem Lodhi,Alauddin Khalji,D
323,The Swadeshi Movement was first started in:,Delhi,Mumbai,Bengal,None of these,C
324,When did Pakistan recognize China?,1949,1950,1951,1952,B
325,"Reko Diq, a large copper and gold deposit, is in the __________ district of Balochistan.",Loralai,Chagai,Lasbela,Jafarabad,B
326,Alivardi Khan was the Nawab of Bengal during which period?,1740-1756,1750-1760,1760-1770,None of these,A
327,Under which treaty did the British sell the state of Jammu and Kashmir to Gulab Singh?,The British Treaty,The Kashmir Treaty,The Treaty of Amritsar,The Indian Treaty,C
328,The Chairman of the Council of Common Interests is the:,President,Chief Justice of Pakistan,Prime Minister,Attorney General,C
329,Number of Districts in Azad Jammu & Kashmir.,7,9,10,None of these,C
330,When did Allama Iqbal write an essay on 'Islamic Culture'?,In 1911,In 1914,In 1912,In 1913,A
331,What is the number of general seats in the assembly of Balochistan?,20,38,45,51,D
332,From which one of the following sites was the famous bull-seal of the Indus Valley found?,Harappa,Chanhudaro,Lothal,Mohenjo-daro,D
333,In which year was Kashmir sold to Gulab Singh?,in 1845,in 1846,in 1848,in 1849,B
334,In which year was the Presidential system introduced in Pakistan?,1956,1962,1973,2001,B
335,How many times do the hands of a clock coincide in a day?,11,22,32,42,B
336,The proposed Akhori Dam site is located in __________.,Punjab,Sindh,Balochistan,Khyber Pakhtunkhwa,A
337,Separate electorates for the Muslims were implemented from _____.,1909,1919,1935,1940,A
338,Balochistan has 7 divisions and ________ districts.,32,33,34,None of these,B
339,"When Pakistan bought the Gawadar port from Oman in 1958, who was the prime minister?",Huseyn Shaheed Suhrawardy,I. I. Chundrigar,Malik Feroz Khan Noon,Muhammad Ali Bogra,C
340,Dr. Abdul Qadeer Khan did his Ph.D. from Leuven University of ____________.,Germany,Holland,Belgium,Austria,C
341,"Who fought against Akbar's ""Din-e-Ilahi""?",Sayyid Ahmad Shaheed,Shah Waliullah,Sir Syed Ahmed Khan,Sheikh Ahmed Sirhindi,D
342,The boundary line in the Rann of Kutch disputed between Pakistan and India is known as the __________.,24th Parallel Line,19th Parallel Line,17th Parallel Line,39th Parallel Line,A
343,For how much did the British sell Kashmir to Gulab Singh under the Treaty of Amritsar?,80 Lakh rupees,75 Lakh rupees,65 Lakh rupees,55 Lakh rupees,B
344,The Governor of Punjab introduced the ordinance to slash the powers of the speaker on:,"on Jun 15, 22","on Jun 5, 22","on May 15, 22","on May 5, 22",A
345,The highest official rank in the Pakistan Air Force is ___________.,Air Marshal,Supreme Marshal,Air Chief Marshal,Chief of Air Force,C
346,When Allama Iqbal became the president of All India Muslim League:,1928,1929,1930,1931,C
347,Who was the first and only Vice President of Pakistan?,Nur-ul-Amin,Quaid-e-Azam,Liaquat Ali Khan,None of them,A
348,The main occupation of the people of the Indus Valley Civilization was _____________.,Agriculture,Cattle Rearing,Hunting,Trade,A
349,"Who is the author of the book ""The Sole Spokesman: Jinnah, the Muslim League and the Demand for Pakistan""?",Stanley Wolpert,Ayesha Jalal,H. M. Seervai,K. K. Aziz,B
350,The purpose of Mirani Dam is primarily for:,Irrigation purposes,Electricity purposes,Industry purposes,Domestic purposes,A
351,Who was the famous philosopher that tutored Alexander from age 13 to 16?,Plato,Socrates,Diogenes,Aristotle,D
352,Who became the prime minister of Pakistan after the death of Liaqat Ali Khan?,Mohd. Ali Bogra,Ghulam Mohammad,Khawaja Nazimuddin,Ch Mohammad Ali,C
353,_____ was the first state which joined Pakistan in 1947.,Kalat,Chitral,Bahawalpur,Gilgit,C
354,___________ was the founder of the Slave dynasty.,Alauddin Khilji,Humayun,Qutubuddin Aibak,Aram Shah,C
355,Who is the youngest person in Pakistan to receive the Nishan-i-Haider?,Captain Muhammad Sarwar,Major Aziz Bhatti,Sowar Muhammad Hussain Janjua,Flt. Lt. Rashid Minhas,D
356,Which was the largest administrative agency in the former FATA region?,South Waziristan,Khyber Agency,Mohmand Agency,None of these,A
357,Who introduced the Basic Democracies system?,Ayub Khan,Bhutto,Zia,None of the above,A
