Question_Number,Question,Option_A,Option_B,Option_C,Option_D,Correct_Answer
280,Which of these is a point and draw device?,Mouse,Scanner,Printer,CD-ROM,A
281,"ALU is a component of a processor, which consists of:",AU (Arithmetic Unit),LU (Logic Unit),Both A and B,None of these,C
282,A processor is also known as:,CPU,UPS,UPC,PUS,A
283,What is the full form of SQL?,Structured Query Language,Structured Query List,Simple Query Language,None of these,A
284,Which key on the keyboard can be used to view slide show in MS PowerPoint?,F1,F2,F3,F5,D
285,Where is the quick Access Toolbar and when should you use it?,Upper-left corner and use it for your favorite commands,Floats over your text and use it when you need to make formatting changes,Home tab and use it when you need to quickly launch or start a new document,None of above,A
286,How can the risk of unauthorized computer system access be reduced when connected to the internet?,By installing anti-spam software,By using a firewall,By setting up a WAN,By encrypting all data stored in the system,B
287,The arrangement of a Computer is called:,Setting,Topology,Processing,Wiring,B
288,Who began the development of the World Wide Web in 1989?,Tim Berners-Lee,Tim John-Lee,Joe Bing,None of these,A
289,Which key is used for one page down in Word?,PgDn,Up Arrow,Down Arrow,None of these,A
290,The date and time display on:,Taskbar,Status bar,System tray,Launch pad,C
291,A computer on the internet is identified by its:,E-mail address,Street address,Login password,IP address,D
292,HTTPS stands for:,Hypertext Transfer Protocol Section,Hypertext Transfer Protocol Secure,Hypertext Transfer Protocol start,None of these,B
293,When was the first IBM microcomputer called IBM with a 16-bit microprocessor introduced?,1979,1981,1982,1984,B
294,One way to open the Help menu quickly is to press this shortcut key:,F6,F2,F12,F1,D
295,Another term for Main Memory is:,RAM,ROM,Hard disk,Soft disk,A
296,"Computers that are used in large organizations such as insurance companies and banks, where many people frequently need to use the same data, are:",Mainframe Computer,Super computer,Hybrid computer,Desktop computer,A
297,A small or intelligent device is so-called because it contains within it a:,Computer,Microcomputer,Programmable,Sensor,D
298,"What does ""5*2"" signify in Word, for example, when inserting a table?",5 columns and 2 rows,5 rows and 2 columns,52 columns,52 rows,A
299,What is the name of the operating system which was originally designed by scientists and engineers for use by scientists and engineers?,MS DOS,UNIX,OS/2,None of the above,B
300,You cannot link Excel worksheet data to a Word document:,With the right drag method,With a hyperlink,With the copy and paste special commands,With the copy and paste buttons on the standard toolbar,D
301,What is the origin of the term 'Computer'?,Latin,German,French,Arabic,A
302,What are the basic operations performed by a computer?,Arithmetic operation,Logical operation,Storage and relative,All the above,D
303,Seek time is ____.,Time to position the head over the proper sector,Time to position the head over the proper track,Time to position the head over the proper cylinder,None of these,B
304,"In Microsoft Word, you can jump to the next column by:",Press Alt + Down-arrow,Clicking with your mouse on the next column,Both of above,None of Above,C
305,Personal logs or journal entries posted on the web are known as:,Smart logs,Photo,Blogs,None of these,C
306,Which one is not a function in MS Excel?,SUM,MAX,MIN,AVG,D
307,We set page numbers in a _____ type of document.,Notepad,Word processor,Both A & B,None of these,B
308,"""Ctrl + Up Arrow"" Shortcut key is used in Microsoft Word to:",Moves the cursor one page up,Moves the cursor one line up,Moves the cursor one screen up,Moves the cursor one paragraph up,D
309,The Page Down keyboard key is used in Microsoft Word to:,Move the cursor one line down,Move the cursor one page down,Move the cursor one screen down,Move the cursor one paragraph down,C
310,"This displays the positioning of text, tabs, margins, indents and other elements on the page.",Ruler,Status Bar,Document Window,Cursor,A
311,Which programming language is much in vogue among users of microcomputers?,FORTH,LOGO,APL,ALGOL,A
312,Which of the following positions is not available for fonts on MS Word?,Normal,Raised,Lowered,Centered,D
313,Rows and columns intersect at a?,Style,Cell,Content,Structure,B
314,"In PowerPoint, special effects used to introduce slides in a presentation are called:",Effects,Custom animations,Transitions,Present animations,C
315,Which key is the most suitable reason to use Macros in MS Office.,To Record Sound,To Record Mouse Move,To automate repetitive tasks,To Record Keystroke,C
316,BCD stands for:,Bit Coded Decimal,Binary Coded Digit,Bit Coded Digit,Binary Coded Decimal,D
317,"In MS-Excel to open an existing workbook, you can click the Open button on the ______ toolbar.",Drawing,Formatting,Data,Standard,D
318,Which of the following devices uses parallel transmission?,Mouse,Keyboard,Printer,Light Pen,C
319,Which of the following toolbars typically provides quick access to common commands?,Quick Access Toolbar,Standard Toolbar,Formatting Toolbar,None of these,A
320,Who is the founder of IBM Company?,Nolan Bushnell,Steve Jobs,Thomas J. Watson,Bill Gates,C
321,Window key + Shift + M:,Minimize all applications,Utility Manager,Un-Minimize all applications,Show system properties,C
322,Which programming languages are classified as low-level languages?,"BASIC, COBOL, Fortran",Prolog,"C, C++",Assembly language,D
323,The World Wide Web was invented by:,Tim Berners-Lee,Bob Kahn,Steve Jobs,Bill Gates,A
324,The word wrap feature:,Automatically moves text to the next line when necessary,Appears all the bottom of the document,Allows you to type over text,Is the short horizontal line indicating the end of the document,A
325,A page number in a document in MS Word can be inserted at:,Header,Footer,Both A and B,None of these,C
326,File Management is the responsibility of the:,Task Manager,RAM,BIOS,Operating system,D
327,In peer-to-peer networking:,There is only one server and many clients,There is only one client and many servers,Every computer is capable of playing the role of server,"Every computer is capable of playing the role of client, server or both at the same",D
328,Who is the father of computer networking?,Ray Noorda,Vint Cerf,Google,Novell,B
329,What does WWW stand for?,World Whole Web,Wide World Web,Web World Wide,World Wide Web,D
330,Which of the following can NOT be used to create a parallel style column in Ms Word?,Insert Textbox,Table -> Insert Table,Format Tabs,Format Columns,D
331,The formula used to perform calculations in the worksheet can be inserted with the help of:,Insert OLE object icon,Insert Formula icon,Insert Applet icon,Insert Plug-in icon,B
332,Which key is used for help in MS Word?,F1,F3,F5,F7,A
333,"To copy a picture of the screen to the Clipboard, use the Print screen command.",Alt Key,Shift key,Print screen,None of these,C
334,Which view in PowerPoint can be used to enter speaker comments?,Normal,Slide show,Slide sorter,Notes page view,A
335,The default style for new data keyed in a new workbook is:,Comma,Normal,Currency,Percent,B
336,You can detect spelling and grammar errors by:,Press Shift + F7,Press Ctrl + F7,Press Alt+ F7,Press F7,D
337,"A device, which is not connected to CPU, is called as:",Land-line device,On-line device,Off-line Device,Device,C
338,LAN stands for:,Limited Area Network,Logical Area Network,Local Area Network,Large Area Network,C
339,Which printer produces the best quality graphics?,Laser printer,Inkjet Printer,Plotter,Dot Matrix Printer,C
340,A picture is made of:,Lines,Dots,Scratches,Lightings,B
341,Which of the following are actions you can assign to an action button or slide object?,Run a macro,Play sound,Hyperlink,All of these,D
342,Ctrl + K Shortcut is used in Microsoft Word to:,Insert Page Number,Insert Hyperlink,Insert Header,Insert Footer,B
343,"In the world today, most of the computers are:",Digital,Hybrid,Analog,Complex,A
344,How many options does a binary choice offer?,One,Two,Three,None of these,B
345,"In MS Excel, ready-made templates are available under the ____ tab in the new option.",File,Insert,Design,None of these,A
346,"In the current presentation, if we want to insert a new slide, we can choose which of these?",Ctrl + F,Ctrl + O,Ctrl + M,Ctrl + N,C
347,COMPUTER stands for:,Competent Operated Machine Particularly Used for Technical Education and Research,Commonly Operated Machine Particularly Used for Technical Education and Research,Commonly Operated Machine Particularly Used for Trade Education and Research,Commonly Operated Machine Particularly Used for Technical Electron and Research,B
348,"""Ctrl + Home"" is used to ____.",Moves the cursor to the beginning of Document,Moves the cursor to the beginning of Paragraph,Moves the cursor to the beginning of Page,Moves the cursor to the beginning of Line,A
349,"In 1940, the first electronic computer was invented by:",Clifford Bery,George Boole,Atanasoff and Berry,John V.Atanasoff,C
350,"For combining two or more cells, we use?",A data field,Merge functions,Cache,Trail,B
351,Which of the following are system tools?,Backup,Disk defragment,Virus scanning,All of these,D
352,"In MS Word 2016, the shortcut key to open the ""Font Display Box"" is:",Ctrl + F,Alt + F,Alt + D,Ctrl + D,D
353,Keyboard is used to enter:,Alphabets,Text,Characters,All of these,D
354,The feature to combine two or more cells is called:,Merge cell,Combine cell,Unify cell,None of these,A
355,The term DNS stands for:,Domain Name System,Dependent Name Server,Domain Name Service,None of these,A
356,Which key should be pressed to start a new paragraph in MS-Word?,Down Cursor Key,Enter Key,Shift key,Ctrl key,B
357,When was the first electro-mechanic Computer developed?,1880,1944,1960,1980,B
358,How many headings in HTML?,2,4,6,None of these,C
359,Which of the following stores data permanently in a computer?,RAM,ROM,CPU,None of these,B
360,"In MS Word, 'Go to' is part of the features accessed through the 'Find' dialog box or navigation pane:",Locate,Find,Search,Replace,B
