Question,Option_a,Option_b,Option_c,Option_d,Correct_answer,Explanation,Target_exam,Question_type,Difficulty,Subject,Topic
Resolve (x + 1) / (x³ + x² - 6x) into partial fractions.,-1/6 / x + 2/15 / (x - 2) + 3/10 / (x + 3),1/6 / x - 2/5 / (x + 3) + 3/10 / (x - 2),-1/6 / x + 2/5 / (x - 2) + 3/10 / (x + 3),1/6 / x + 1/5 / (x + 3) + 1/10 / (x - 2),A,Factor denominator as x(x - 2)(x + 3) and decompose.,NET,Conceptual,Medium,Mathematics,Partial Fractions
The form of partial fraction decomposition of (x² + 1) / (x + 1)(x² + 4) is,A / (x + 1) + (Bx + C) / (x² + 4),(Ax + B) / (x + 1) + C / (x² + 4),A / (x + 1) + B / (x² + 4),(Ax + B) / (x² + 4),A,Decomposition has distinct linear and irreducible quadratic factors.,NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 3) / (x² + 5x + 6) is,2 / (x + 2) - 1 / (x + 3),-1 / (x + 2) + 2 / (x + 3),1 / (x + 2) + 1 / (x + 3),2 / (x + 3) - 1 / (x + 2),B,Decompose (x + 3) / ((x + 2)(x + 3)) by equating coefficients.,NET,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x² + x + 1) / (x³ - x² + x - 1) into partial fractions.,3/2 / (x - 1) - (x + 1) / (2(x² + 1)),1 / (x - 1) + (x + 1) / (x² + 1),3/2 / (x - 1) + (x - 1) / (2(x² + 1)),1 / (x + 1) + x / (x² + 1),A,Factor denominator as (x - 1)(x² + 1) and decompose.,NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x - 1)(x² + x + 1) is,1/3 / (x - 1) + (-x + 1) / (3(x² + x + 1)),1/3 / (x - 1) + (x + 2) / (3(x² + x + 1)),1/3 / (x - 1) - (x + 2) / (3(x² + x + 1)),1 / (x - 1) + 1 / (x² + x + 1),C,Decompose 1 / ((x - 1)(x² + x + 1)) using irreducible quadratic factor.,NET,Conceptual,Medium,Mathematics,Partial Fractions
The form of partial fraction decomposition of x² / (x + 1)(x + 2)(x + 3) is,A / (x + 1) + B / (x + 2) + C / (x + 3),A / (x + 1) + (Bx + C) / (x + 2)(x + 3),A / (x + 1) + B / (x + 2) + (Cx + D) / (x + 3),(Ax + B) / (x + 1) + C / (x + 2) + D / (x + 3),A,"Decomposition has distinct linear factors, so the form is A / (x + 1) + B / (x + 2) + C / (x + 3).",NET,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 3) / (x² + 2x - 3) is,5/4 / (x + 3) + 3/4 / (x - 1),3/4 / (x + 3) + 5/4 / (x - 1),-1/4 / (x + 3) + 5/4 / (x - 1),1/4 / (x + 3) + 3/4 / (x - 1),C,Decompose (2x + 3) / ((x + 3)(x - 1)) by equating coefficients.,NET,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 3x + 2) / (x + 1)³ into partial fractions.,1 / (x + 1) + 1 / (x + 1)² + 1 / (x + 1)³,1 / (x + 1) + 2 / (x + 1)² + 1 / (x + 1)³,1 / (x + 1) + 1 / (x + 1)² - 1 / (x + 1)³,1 / (x + 1) - 1 / (x + 1)² + 1 / (x + 1)³,B,"The decomposition involves expressing the given fraction as a sum of three partial fractions with denominators (x + 1), (x + 1)², and (x + 1)³.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (3x + 2) / (x² + x - 2) is,1 / (x + 2) + 2 / (x - 1),4 / 3(x - 1) + 5 / 3(x + 2),1 / (x - 1) + 2 / (x + 2),7 / 3(x + 2) - 4 / 3(x - 1),B,"First, factorize the denominator to (x + 2)(x - 1), then apply partial fraction decomposition.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x² - 4) into partial fractions.,3 / 4(x - 2) + 1 / 4(x + 2),1 / 4(x + 2) + 3 / 4(x - 2),1 / 4(x - 2) + 3 / 4(x + 2),-1 / 4(x + 2) + 3 / 4(x - 2),A,Factorize the denominator to (x + 2)(x - 2) and apply partial fraction decomposition.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (2x + 3) / (x² + 2x + 1) into partial fractions.,2 / (x + 1) + 1 / (x + 1)²,2 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1) - 1 / (x + 1)²,C,"The denominator is a perfect square, (x + 1)², so we directly decompose it into partial fractions with (x + 1) and (x + 1)².",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x - 2) / (x² - 2x - 3) into partial fractions.,7 / 4(x - 3) - 1 / 4(x + 1),1 / 4(x + 1) + 7 / 4(x - 3),7 / 4(x + 1) + 1 / 4(x - 3),-1 / 4(x + 1) + 7 / 4(x - 3),A,"The denominator is factorized into (x + 1)(x - 3), then partial fraction decomposition is applied.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 1) / (x + 1)(x + 2) is,-1 / (x + 1) + 3 / (x + 2),1 / (x + 1) + 1 / (x + 2),3 / (x + 1) - 1 / (x + 2),1 / (x + 2) - 1 / (x + 1),A,"By equating the given fraction to A / (x + 1) + B / (x + 2), we can solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 3) / (x + 1)(x + 2) into partial fractions.,2 / (x + 1) - 1 / (x + 2),1 / (x + 1) + 2 / (x + 2),2 / (x + 2) - 1 / (x + 1),-1 / (x + 1) + 2 / (x + 2),A,Apply partial fraction decomposition to the given fraction.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 1) / (x + 1)(x² - x + 1) into partial fractions.,2 / 3(x + 1) + (1 - x) / 3(x² - x + 1),1 / 3(x + 1) + (2x - 1) / 3(x² - x + 1),2 / 3(x + 1) + (x - 1) / 3(x² - x + 1),1 / (x + 1) + (1 - x) / (x² - x + 1),A,"Since the denominator includes a quadratic factor, the partial fraction decomposition will have the form A / (x + 1) + (Bx + C) / (x² - x + 1).",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (3x + 1) / (x + 1)² into partial fractions.,3 / (x + 1) - 2 / (x + 1)²,2 / (x + 1) + 1 / (x + 1)²,3 / (x + 1) + 2 / (x + 1)²,1 / (x + 1) + 2 / (x + 1)²,A,The decomposition involves expressing the fraction with (x + 1) and (x + 1)² as denominators.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x² + 3) / (x + 1)(x + 2) into partial fractions.,4 / (x + 1) - 3 / (x + 2),7 / (x + 2) - 4 / (x + 1),7 / (x + 1) - 4 / (x + 2),4 / (x + 2) - 3 / (x + 1),C,By equating the given fraction to A / (x + 1) + B / (x + 2) and solving for A and B.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (2x + 3) / (x + 2)(x + 3) is,1 / (x + 2) + 1 / (x + 3),-1 / (x + 2) + 3 / (x + 3),1 / (x + 3) + 1 / (x + 2),3 / (x + 3) - 1 / (x + 2),B,Apply partial fraction decomposition to the given fraction.,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 2) / (x + 1)² into partial fractions.,1 / (x + 1) + 1 / (x + 1)²,1 / (x + 1),1 / (x + 1) - 1 / (x + 1)²,1 / (x + 1) + 0 / (x + 1)²,A,Decompose the fraction into partial fractions with denominators (x + 1) and (x + 1)².,ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 4) / (x + 1)(x + 3) into partial fractions.,3 / 2(x + 1) + 1 / 2(x + 3),1 / 2(x + 1) + 3 / 2(x + 3),3 / (x + 3) - 1 / (x + 1),3 / (x + 1) - 1 / (x + 3),A,"By applying partial fraction decomposition, we equate the fraction to A / (x + 1) + B / (x + 3) and solve for A and B.",ECAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (3x + 2) / (x² + 3x + 2) into partial fractions.,4 / (x + 1) - 1 / (x + 2),1 / (x + 1) + 2 / (x + 2),5 / (x + 2) - 2 / (x + 1),3 / (x + 1) - 1 / (x + 2),A,"Factor denominator into (x + 1)(x + 2), then apply partial fraction decomposition: (3x + 2) / ((x + 1)(x + 2)) = A / (x + 1) + B / (x + 2).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 3) / (x² - 9) into partial fractions.,1 / (3(x - 3)) + 2 / (3(x + 3)),2 / (3(x + 3)) + 1 / (6(x - 3)),1 / (x + 3) + 1 / (x - 3),1 / (x - 3),A,"Factor x² - 9 into (x - 3)(x + 3), then apply partial fraction decomposition.",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x - 1) / (x² - 1) into partial fractions.,1 / 2(x - 1) + 3 / 2(x + 1),3 / 2(x + 1) + 1 / 2(x - 1),1 / (x + 1) + 1 / (x - 1),1 / 2(x + 1) + 3 / 2(x - 1),D,"Factor x² - 1 into (x + 1)(x - 1), then decompose into (2x - 1) / ((x + 1)(x - 1)) = A / (x + 1) + B / (x - 1).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 1) / (x² - x) is,-2 / x + 3 / (x - 1),2 / (x - 1) + 1 / x,-1 / x + 2 / (x - 1),1 / (x - 1) + 2 / x,C,"Factor x² - x into x(x - 1), then decompose into (x + 1) / (x(x - 1)) = A / x + B / (x - 1).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x³ + x²) into partial fractions.,1 / x² + 0 / x - 1 / (x + 1),1 / x - 1 / x² - 1 / (x + 1),1 / x - 1 / x² + 0 / (x + 1),1 / x + 0 / x² - 1 / (x + 1),B,"Factor x³ + x² into x²(x + 1), then decompose into (x + 1) / (x²(x + 1)) = A / x + B / x² + C / (x + 1).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 2) / (x² - 4x + 3) into partial fractions.,-5 / (2(x - 3)) + 7 / (2(x - 1)),5 / (2(x - 1)) - 3 / (2(x - 3)),-3 / (2(x - 1)) + 5 / (2(x - 3)),7 / (2(x - 3)) - 5 / (2(x - 1)),A,"Factor x² - 4x + 3 into (x - 1)(x - 3), then decompose into (x + 2) / ((x - 1)(x - 3)) = A / (x - 1) + B / (x - 3).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 4) / (x² + 2x) into partial fractions.,2 / x - 1 / (x + 2),2 / (x + 2) + 1 / x,1 / x + 1 / (x + 2),1 / (x + 2) + 0 / x,A,"Factor x² + 2x into x(x + 2), then apply partial fraction decomposition: (x + 4) / (x(x + 2)) = A / x + B / (x + 2).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of 1 / (x² + x - 2) is,1 / 3(x - 1) - 1 / 3(x + 2),1 / (x + 2) + 1 / (x - 1),1 / (x - 1) - 1 / (x + 2),1 / 3(x + 2) - 1 / 3(x - 1),A,"Factor x² + x - 2 into (x - 1)(x + 2), then decompose into 1 / ((x - 1)(x + 2)) = A / (x - 1) + B / (x + 2).",GIKI_PIEAS,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x + 2) / (x² - 4) into partial fractions.,2 / (x + 2) + 1 / (x - 2),1 / (x + 2) + 2 / (x - 2),4 / (x - 2) - 1 / (x + 2),2 / (x - 2) + 1 / (x + 2),C,"Factor denominator to (x + 2)(x - 2), then apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The expression (x + 3) / (x² + 3x + 2) can be resolved into,2 / (x + 1) + 1 / (x + 2),2 / (x + 1) - 1 / (x + 2),1 / (x + 1) + 2 / (x + 2),1 / (x + 2) - 2 / (x + 1),B,"Factor x² + 3x + 2 to (x + 1)(x + 2), then decompose into A / (x + 1) + B / (x + 2).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 2) / (x² - 2x - 3) into partial fractions.,1 / 4(x + 1) + 3 / 4(x - 3),1 / 4(x - 3) + 3 / 4(x + 1),-1 / 4(x + 1) + 3 / 4(x - 3),3 / 4(x + 1) - 1 / 4(x - 3),C,"Factor denominator to (x + 1)(x - 3), then decompose into A / (x + 1) + B / (x - 3).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x - 3) / (x² + x - 2) into partial fractions.,7 / 3(x + 2) + 1 / 3(x - 1),7 / 3(x - 1) - 1 / 3(x + 2),1 / 3(x - 1) + 7 / 3(x + 2),1 / (x - 1) - 1 / (x + 2),A,"Factor x² + x - 2 to (x + 2)(x - 1), then decompose into A / (x - 1) + B / (x + 2).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The expression (3x - 2) / (x² - 5x + 6) can be resolved into,7 / (x - 3) - 4 / (x - 2),4 / (x - 2) + 7 / (x - 3),7 / (x - 3) + 4 / (x - 2),4 / (x - 2) - 7 / (x - 3),A,"Factor x² - 5x + 6 to (x - 2)(x - 3), then apply partial fraction decomposition.",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x + 1) / (x² - 7x + 12) into partial fractions.,4 / (x - 4) - 3 / (x - 3),-4 / (x - 4) + 5 / (x - 3),5 / (x - 3) - 4 / (x - 4),4 / (x - 3) + 3 / (x - 4),C,"Factor x² - 7x + 12 to (x - 3)(x - 4), then decompose into A / (x - 3) + B / (x - 4).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (2x + 3) / (x² - 4x + 3) into partial fractions.,9 / 2(x - 3) - 5 / 2(x - 1),-9 / 2(x - 3) + 5 / 2(x - 1),5 / 2(x - 1) + 9 / 2(x - 3),5 / 2(x - 1) - 9 / 2(x - 3),A,"Factor denominator to (x - 1)(x - 3), then decompose into A / (x - 1) + B / (x - 3).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (x - 1) / (x² + x - 6) into partial fractions.,3 / 5(x + 3) + 2 / 5(x - 2),2 / 5(x - 2) + 3 / 5(x + 3),3 / 5(x - 2) - 2 / 5(x + 3),-3 / 5(x + 3) + 2 / 5(x - 2),A,"Factor denominator to (x + 3)(x - 2), then decompose into A / (x + 3) + B / (x - 2).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The expression (x + 4) / (x² + 2x - 3) can be resolved into,5 / 4(x + 3) + 3 / 4(x - 1),3 / 4(x - 1) + 5 / 4(x + 3),3 / 4(x - 1) - 5 / 4(x + 3),-5 / 4(x + 3) + 3 / 4(x - 1),B,"Factor x² + 2x - 3 to (x + 3)(x - 1), then decompose into A / (x + 3) + B / (x - 1).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (2x + 2) / (x² - x - 6) into partial fractions.,8 / 5(x - 3) - 2 / 5(x + 2),2 / 5(x + 2) + 8 / 5(x - 3),8 / 5(x - 3) + 2 / 5(x + 2),-2 / 5(x + 2) + 8 / 5(x - 3),B,"Factor denominator to (x + 2)(x - 3), then decompose into A / (x + 2) + B / (x - 3).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x + 2) / (x² - 3x + 2) into partial fractions.,4 / (x - 2) - 3 / (x - 1),3 / (x - 1) + 4 / (x - 2),-3 / (x - 1) + 4 / (x - 2),4 / (x - 1) - 3 / (x - 2),A,"Factor denominator to (x - 1)(x - 2), then decompose into A / (x - 1) + B / (x - 2).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The partial fraction decomposition of (x + 3) / (x² - x - 2) is,1 / 3(x + 1) + 2 / 3(x - 2),2 / 3(x - 2) + 1 / 3(x + 1),5 / 3(x - 2) - 2 / 3(x + 1),-1 / 3(x + 1) + 4 / 3(x - 2),D,"Factor x² - x - 2 to (x + 1)(x - 2), then decompose into A / (x + 1) + B / (x - 2).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Resolve (3x - 1) / (x² + 2x - 3) into partial fractions.,2 / (x + 3) + 1 / (x - 1),1 / (x - 1) + 2 / (x + 3),5 / 2(x - 1) + 1 / 2(x + 3),1 / (x - 1) - 1 / (x + 3),C,"Factor denominator to (x + 3)(x - 1), then decompose into A / (x + 3) + B / (x - 1).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
The expression (2x - 1) / (x² - 2x - 3) can be resolved into,5 / 4(x - 3) + 3 / 4(x + 1),3 / 4(x + 1) + 5 / 4(x - 3),7 / 4(x - 3) - 1 / 4(x + 1),1 / 4(x + 1) + 7 / 4(x - 3),C,"Factor x² - 2x - 3 to (x + 1)(x - 3), then decompose into A / (x + 1) + B / (x - 3).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
Decompose (x - 2) / (x² + 4x + 3) into partial fractions.,-5 / 2(x + 1) + 3 / 2(x + 3),3 / 2(x + 3) - 5 / 2(x + 1),-3 / 2(x + 3) + 5 / 2(x + 1),5 / 2(x + 1) - 3 / 2(x + 3),B,"Factor denominator to (x + 1)(x + 3), then decompose into A / (x + 1) + B / (x + 3).",LUMS_SAT,Conceptual,Medium,Mathematics,Partial Fractions
